,Price,Distance,Bathroom,Car,Landsize,BuildingArea
17181,1126000.0,1.8,1.0,0.0,114.0,65.0
17184,1285000.0,1.8,1.0,1.0,170.0,147.0
17186,1512000.0,5.3,1.0,0.0,326.0,125.0
17196,777000.0,15.4,2.0,2.0,239.0,113.0
17201,912000.0,12.3,2.0,2.0,344.0,146.0
17205,1565000.0,11.4,3.0,2.0,719.0,154.0
17208,1270000.0,21.5,1.0,4.0,772.0,120.0
17210,1137500.0,21.5,2.0,4.0,641.0,180.0
17212,1415000.0,21.5,1.0,2.0,545.0,145.0
17217,876000.0,8.5,1.0,2.0,525.0,146.0
17220,736000.0,8.5,1.0,0.0,278.0,116.0
17226,1335000.0,3.5,1.0,0.0,181.0,105.0
17239,780000.0,4.6,1.0,0.0,117.0,48.0
17243,920000.0,8.4,1.0,2.0,693.0,93.0
17244,1115000.0,8.4,1.0,2.0,680.0,129.0
17246,1171000.0,8.4,1.0,2.0,483.0,186.0
17247,1060000.0,8.4,2.0,2.0,559.0,192.0
17249,617500.0,8.4,1.0,3.0,155.0,81.0
17251,575000.0,12.0,2.0,1.0,151.0,102.0
17256,635000.0,12.0,2.0,2.0,289.0,147.0
17259,860000.0,12.0,1.0,2.0,627.0,136.0
17265,1341000.0,2.4,1.0,0.0,135.0,87.0
17269,609000.0,21.3,1.0,2.0,190.0,70.0
17273,1100000.0,8.9,2.0,2.0,468.0,212.0
17288,795000.0,35.4,2.0,2.0,631.0,158.0
17290,830000.0,5.1,1.0,1.0,152.0,91.0
17292,940000.0,5.1,1.0,0.0,207.0,94.0
17303,2920000.0,2.7,2.0,2.0,564.0,254.0
17320,1387000.0,16.1,3.0,3.0,1348.0,370.0
17328,535000.0,31.7,2.0,2.0,808.0,155.0
17330,1070000.0,10.5,2.0,2.0,573.0,198.0
17333,632000.0,10.5,1.0,1.0,471.0,121.0
17338,2505000.0,10.2,2.0,0.0,739.0,266.53
17339,1785000.0,10.2,1.0,1.0,516.0,120.0
17354,1375000.0,12.4,2.0,1.0,662.0,240.0
17359,740000.0,15.3,1.0,2.0,727.0,109.0
17360,745000.0,7.0,1.0,1.0,120.0,70.0
17362,1225000.0,7.0,1.0,0.0,275.0,90.0
17367,390000.0,18.4,2.0,1.0,289.0,138.0
17369,695000.0,12.9,1.0,2.0,676.0,121.0
17376,870000.0,8.9,2.0,2.0,291.0,151.0
17382,710000.0,14.5,1.0,3.0,541.0,145.0
17384,570000.0,14.7,1.0,2.0,660.0,113.0
17388,597000.0,6.4,1.0,1.0,126.0,120.0
17400,880000.0,6.8,1.0,2.0,169.0,78.54
17401,862000.0,6.8,1.0,1.0,353.0,85.35
17403,595000.0,25.5,2.0,2.0,448.0,370.0
17410,670000.0,10.4,1.0,2.0,169.0,153.0
17425,720000.0,9.5,1.0,1.0,582.0,110.0
17426,1107500.0,9.5,3.0,1.0,668.0,190.0
17434,520000.0,23.2,1.0,1.0,158.0,69.0
17439,950000.0,35.2,4.0,2.0,603.0,391.0
17443,1291000.0,13.4,2.0,2.0,548.0,127.0
17444,775000.0,25.0,1.0,2.0,720.0,131.0
17445,820000.0,25.0,2.0,4.0,719.0,200.0
17447,797000.0,8.6,1.0,2.0,694.0,110.0
17449,590000.0,8.6,1.0,1.0,304.0,74.0
17452,1580000.0,10.3,1.0,2.0,890.0,165.0
17455,386000.0,14.0,1.0,1.0,341.0,71.0
17456,515000.0,6.4,1.0,2.0,159.0,140.0
17457,1515000.0,5.2,2.0,2.0,236.0,194.0
17458,1037000.0,5.2,1.0,1.0,210.0,101.0
17460,1330000.0,4.0,2.0,1.0,161.0,190.0
17461,937000.0,4.0,2.0,1.0,110.0,121.8
17462,290000.0,4.0,1.0,0.0,197.0,41.0
17465,730000.0,12.1,1.0,1.0,612.0,101.0
17466,660000.0,12.1,1.0,2.0,582.0,119.0
17468,1150000.0,14.7,2.0,2.0,668.0,140.0
17469,1600000.0,14.7,2.0,2.0,592.0,260.0
17475,286000.0,10.1,1.0,1.0,314.0,45.0
17477,1250000.0,10.1,3.0,2.0,326.0,223.0
17480,740000.0,14.8,2.0,2.0,750.0,222.0
17481,647000.0,34.9,2.0,4.0,688.0,204.0
17489,760000.0,6.7,1.0,2.0,378.0,105.0
17490,876000.0,6.7,2.0,1.0,134.0,100.0
17494,1297000.0,2.0,2.0,0.0,186.0,137.0
17500,865000.0,23.0,2.0,2.0,974.0,200.0
17501,760000.0,23.0,2.0,2.0,815.0,140.0
17502,725000.0,23.0,1.0,2.0,802.0,105.0
17505,1120000.0,23.0,2.0,2.0,864.0,228.0
17510,930000.0,24.7,2.0,1.0,830.0,200.0
17511,557000.0,14.8,1.0,2.0,539.0,148.0
17513,650000.0,14.8,1.0,2.0,697.0,135.0
17515,806000.0,22.2,2.0,1.0,539.0,134.0
17520,1663000.0,12.4,3.0,2.0,674.0,250.0
17521,1310000.0,14.3,3.0,2.0,706.0,200.0
17523,1530000.0,14.3,2.0,2.0,798.0,160.0
17526,630000.0,16.1,1.0,1.0,196.0,100.0
17528,1300000.0,8.9,1.0,2.0,615.0,138.0
17533,655000.0,18.0,1.0,2.0,197.0,108.0
17535,435000.0,7.2,1.0,1.0,1192.0,44.0
17537,490000.0,19.6,2.0,2.0,375.0,155.0
17540,417500.0,19.6,1.0,1.0,157.0,102.0
17543,1398000.0,7.5,2.0,1.0,445.0,182.0
17545,664000.0,24.8,2.0,1.0,219.0,138.0
17553,565000.0,38.0,1.0,2.0,713.0,155.0
17554,810000.0,38.0,1.0,2.0,835.0,118.0
17555,749000.0,12.9,2.0,2.0,561.0,160.0
17562,1070000.0,16.7,2.0,1.0,839.0,116.0
17565,700000.0,11.2,2.0,1.0,655.0,82.0
17569,400000.0,11.2,1.0,1.0,102.0,70.0
17570,675000.0,11.2,2.0,1.0,248.0,99.0
17572,866000.0,16.1,2.0,2.0,743.0,147.0
17578,800000.0,20.4,3.0,2.0,544.0,332.0
17579,735000.0,11.2,1.0,1.0,626.0,122.0
17580,595000.0,11.2,2.0,1.0,201.0,111.0
17586,400000.0,33.3,1.0,1.0,301.0,98.0
17588,615888.0,6.2,1.0,1.0,915.0,73.0
17595,1820000.0,16.0,2.0,2.0,680.0,680.0
17597,1475000.0,12.3,2.0,3.0,548.0,157.0
17599,2100000.0,7.8,3.0,2.0,740.0,222.0
17602,1320000.0,7.8,1.0,0.0,620.0,114.0
17603,575500.0,14.0,1.0,1.0,662.0,98.0
17605,635000.0,14.5,2.0,2.0,531.0,138.0
17607,620000.0,15.5,1.0,4.0,650.0,100.0
17608,1005000.0,11.7,3.0,2.0,596.0,176.0
17611,700000.0,10.4,1.0,1.0,590.0,130.0
17618,1410000.0,5.4,1.0,1.0,404.0,113.0
17624,710500.0,16.3,2.0,1.0,655.0,120.0
17625,752000.0,16.3,1.0,2.0,604.0,102.0
17626,622000.0,16.3,1.0,2.0,575.0,113.0
17629,650000.0,6.4,2.0,2.0,159.0,128.0
17634,1340000.0,4.3,1.0,3.0,697.0,155.0
17636,450000.0,17.4,1.0,1.0,702.0,96.0
17637,440000.0,17.4,1.0,2.0,570.0,112.0
17640,550000.0,31.7,2.0,2.0,1241.0,194.0
17641,373500.0,31.7,2.0,2.0,586.0,118.0
17644,640000.0,20.0,1.0,1.0,128.0,72.0
17646,940000.0,20.0,1.0,2.0,331.0,157.9352
17651,705000.0,17.9,2.0,2.0,840.0,161.0
17652,790000.0,17.9,2.0,2.0,530.0,186.0
17654,704500.0,17.9,3.0,2.0,656.0,130.0
17655,550000.0,17.9,2.0,1.0,531.0,175.0
17656,598000.0,17.9,3.0,1.0,531.0,122.0
17657,592000.0,17.9,1.0,1.0,622.0,128.0
17658,602000.0,17.9,1.0,1.0,546.0,136.0
17662,735000.0,28.8,2.0,2.0,846.0,160.0
17665,1270000.0,6.2,1.0,3.0,478.0,152.0
17666,650000.0,26.5,2.0,2.0,1103.0,126.8
17669,1400000.0,21.5,2.0,2.0,530.0,313.0
17670,1627000.0,21.5,2.0,2.0,304.0,233.0
17675,1850000.0,14.2,1.0,1.0,717.0,153.0
17679,1820000.0,10.1,2.0,1.0,632.0,265.0
17689,676000.0,15.4,1.0,1.0,149.0,84.0
17690,1002000.0,15.4,1.0,2.0,598.0,143.0
17691,1175000.0,15.4,3.0,2.0,289.0,170.0
17695,875000.0,12.3,2.0,2.0,295.0,144.0
17703,1900000.0,11.4,2.0,2.0,700.0,210.0
17704,2185000.0,21.5,2.0,3.0,220.0,213.0
17709,1210000.0,8.5,2.0,1.0,330.0,226.0
17726,351000.0,12.0,1.0,1.0,168.0,63.0
17739,1725000.0,19.9,2.0,2.0,1016.0,310.0
17740,633000.0,19.9,1.0,2.0,123.0,95.0
17742,1090000.0,21.3,1.0,2.0,894.0,115.0
17745,936000.0,23.5,2.0,2.0,675.0,190.0
17746,860000.0,23.5,2.0,2.0,537.0,220.0
17748,850000.0,15.2,3.0,2.0,709.0,327.0
17752,800000.0,35.4,2.0,0.0,1151.0,207.0
17755,690000.0,20.5,2.0,2.0,545.0,196.0
17756,875000.0,20.5,2.0,2.0,613.0,332.0
17757,420000.0,20.5,2.0,2.0,155.0,101.0
17758,677500.0,20.5,2.0,2.0,609.0,195.0
17759,600000.0,2.7,1.0,1.0,876.0,62.0
17761,1855500.0,2.7,2.0,1.0,176.0,216.0
17763,802000.0,6.2,1.0,1.0,174.0,100.6
17766,631000.0,14.0,1.0,3.0,559.0,158.0
17768,582000.0,14.0,1.0,0.0,674.0,94.0
17772,470000.0,5.0,1.0,1.0,548.0,44.4
17774,750000.0,8.2,2.0,2.0,288.0,94.0
17777,410000.0,31.7,2.0,2.0,587.0,164.0
17778,512500.0,31.7,2.0,2.0,581.0,139.0
17779,830500.0,10.5,1.0,2.0,508.0,111.0
17783,551000.0,10.5,1.0,2.0,613.0,105.0
17784,450000.0,10.5,1.0,2.0,283.0,104.0
17791,1635000.0,15.5,3.0,2.0,896.0,215.0
17794,1138000.0,12.4,2.0,2.0,706.0,184.0
17795,477000.0,27.0,1.0,1.0,518.0,102.0
17796,605000.0,15.3,1.0,2.0,533.0,114.0
17797,610000.0,15.3,1.0,2.0,544.0,131.0
17798,580000.0,15.3,1.0,2.0,538.0,140.0
17800,905000.0,7.0,1.0,0.0,225.0,100.0
17803,451000.0,18.4,2.0,2.0,347.0,134.0
17805,895000.0,12.9,2.0,2.0,700.0,267.0
17810,1055000.0,14.7,2.0,2.0,652.0,203.0
17814,529000.0,14.7,2.0,2.0,847.0,143.0
17815,484000.0,14.7,1.0,0.0,531.0,100.0
17819,410000.0,16.5,1.0,2.0,542.0,107.0
17831,478000.0,27.2,2.0,2.0,400.0,151.54
17834,1285000.0,6.3,1.0,1.0,284.0,124.0
17836,1635000.0,3.0,1.0,0.0,142.0,130.0
17848,1225000.0,11.0,1.0,1.0,697.0,132.0
17851,767000.0,11.0,2.0,1.0,305.0,132.0
17852,810000.0,15.5,2.0,2.0,749.0,180.9
17860,1520000.0,10.2,3.0,2.0,267.0,190.0
17861,2299500.0,10.2,2.0,3.0,634.0,230.0
17868,2360000.0,7.9,3.0,2.0,848.0,214.0
17871,1460000.0,9.7,2.0,2.0,433.0,185.0
17881,1280000.0,11.4,3.0,2.0,306.0,200.0
17883,1750000.0,11.4,3.0,2.0,429.0,262.0
17892,1100000.0,13.4,1.0,2.0,492.0,124.0
17894,1250000.0,13.4,2.0,2.0,580.0,161.0
17902,830000.0,16.1,1.0,2.0,905.0,183.0
17906,4050000.0,10.5,4.0,4.0,508.0,465.0
17907,2210000.0,10.5,2.0,1.0,396.0,175.0
17917,1680000.0,10.3,1.0,2.0,605.0,181.0
17918,890000.0,10.3,1.0,2.0,275.0,106.0
17920,632000.0,14.0,1.0,4.0,697.0,100.0
17921,1310000.0,5.2,1.0,1.0,302.0,91.0
17924,1500000.0,5.2,2.0,3.0,444.0,256.0
17927,1751000.0,10.8,3.0,4.0,646.0,320.0
17931,685000.0,12.1,2.0,1.0,287.0,152.0
17933,725000.0,12.1,1.0,2.0,542.0,130.0
17938,1253000.0,12.1,2.0,2.0,760.0,366.0
17943,1390000.0,10.4,2.0,1.0,627.0,196.0
17955,2725000.0,8.4,2.0,2.0,650.0,275.0
17958,870000.0,14.8,2.0,2.0,463.0,307.0
17960,552500.0,34.9,2.0,2.0,779.0,147.0
17962,1925000.0,7.8,2.0,2.0,494.0,176.0
17963,995000.0,11.7,2.0,1.0,402.0,131.0
17966,1200000.0,17.9,2.0,4.0,679.0,190.0
17969,1241000.0,17.5,2.0,2.0,625.0,625.0
17970,1250000.0,16.7,1.0,1.0,711.0,96.0
17971,729500.0,16.7,1.0,1.0,270.0,218.0
17977,565000.0,20.6,2.0,2.0,482.0,207.0
17978,615000.0,20.6,2.0,2.0,756.0,222.0
17980,548000.0,20.6,2.0,2.0,400.0,171.0
17982,716000.0,20.6,2.0,6.0,1005.0,160.0
17987,730000.0,23.0,2.0,2.0,269.0,150.0
17992,766000.0,23.0,2.0,2.0,507.0,128.0
17995,1680000.0,7.9,2.0,1.0,254.0,172.0
17997,475000.0,18.0,2.0,2.0,358.0,106.0
17999,815000.0,21.8,2.0,3.0,790.0,135.0
18007,1328000.0,16.1,3.0,3.0,785.0,252.0
18008,1300000.0,1.3,2.0,1.0,997.0,92.0
18011,762000.0,18.0,2.0,2.0,573.0,180.0
18013,900000.0,18.0,2.0,2.0,812.0,129.0
18017,3175000.0,7.2,2.0,3.0,558.0,174.0
18024,2165000.0,7.5,2.0,3.0,951.0,238.0
18027,2050000.0,7.5,3.0,3.0,663.0,419.0
18028,1500000.0,7.5,2.0,2.0,465.0,148.0
18038,545000.0,2.1,1.0,1.0,1730.0,60.0
18042,1705000.0,3.6,1.0,1.0,139.0,116.0
18044,1220000.0,3.4,1.0,1.0,293.0,104.0
18053,629000.0,12.9,1.0,2.0,552.0,136.0
18056,3400000.0,7.3,3.0,2.0,720.0,392.0
18060,2165000.0,7.3,3.0,2.0,409.0,255.0
18063,851000.0,7.3,1.0,1.0,100.0,87.0
18065,1311000.0,16.7,2.0,1.0,853.0,28.0
18068,565000.0,11.2,1.0,2.0,193.0,105.0
18069,770000.0,11.2,1.0,2.0,604.0,132.0
18071,714000.0,16.1,1.0,1.0,594.0,95.0
18072,815000.0,16.1,2.0,2.0,609.0,168.0
18077,1345000.0,13.8,1.0,1.0,587.0,131.0
18080,1857000.0,5.3,1.0,1.0,230.0,116.65
18084,1425000.0,5.3,1.0,1.0,333.0,108.0
18085,1910000.0,5.3,2.0,2.0,242.0,165.0
18093,912000.0,21.3,2.0,2.0,471.0,144.0
18098,1645000.0,8.8,2.0,4.0,596.0,120.0
18107,580000.0,18.0,2.0,2.0,600.0,174.0
18113,1570000.0,12.3,2.0,1.0,455.0,170.0
18114,790000.0,26.1,2.0,2.0,1034.0,225.0
18118,550000.0,14.0,1.0,2.0,704.0,94.0
18123,1225000.0,3.4,2.0,2.0,223.0,122.0
18125,1510000.0,5.4,1.0,2.0,446.0,115.0
18136,570000.0,6.4,1.0,1.0,118.0,86.0
18137,900000.0,6.4,1.0,1.0,275.0,11.0
18138,345000.0,31.7,1.0,0.0,651.0,150.0
18141,463000.0,16.3,2.0,2.0,114.0,88.0
18148,642500.0,6.4,2.0,1.0,126.0,95.0
18149,798000.0,6.4,2.0,2.0,159.0,152.0
18151,710000.0,6.4,2.0,2.0,186.0,134.6
18152,4050000.0,5.9,3.0,2.0,787.0,282.0
18154,1650000.0,5.9,1.0,2.0,354.0,117.0
18155,2020000.0,5.9,2.0,2.0,400.0,216.0
18157,2500000.0,8.4,3.0,3.0,1011.0,206.0
18158,2500000.0,8.4,1.0,2.0,1128.0,110.0
18160,1200000.0,4.3,2.0,2.0,352.0,204.0
18161,940000.0,4.3,2.0,2.0,366.0,183.84
18164,1200000.0,11.4,1.0,2.0,397.0,96.0
18168,600000.0,31.7,2.0,2.0,935.0,210.0
18172,2025000.0,20.0,2.0,2.0,408.0,274.0
18173,630000.0,25.9,2.0,2.0,475.0,220.0
18181,1225000.0,6.2,2.0,2.0,674.0,141.0
18183,1800000.0,21.5,2.0,2.0,656.0,303.0
18185,900000.0,14.2,2.0,2.0,344.0,3.0
18192,730000.0,6.2,2.0,2.0,200.0,126.7
18197,1230000.0,10.4,2.0,1.0,324.0,207.0
18226,257500.0,8.5,1.0,1.0,995.0,35.0
18227,1114000.0,8.5,2.0,2.0,256.0,190.0
18229,520000.0,14.7,2.0,2.0,312.0,185.0
18235,2635000.0,4.6,2.0,2.0,401.0,154.0
18236,1250000.0,4.6,1.0,0.0,192.0,100.0
18241,4200000.0,4.6,2.0,2.0,787.0,275.0
18247,1148000.0,8.4,1.0,2.0,552.0,140.0
18252,935000.0,12.0,1.0,2.0,529.0,99.0
18253,510000.0,12.0,2.0,2.0,292.0,119.0
18258,755000.0,12.0,2.0,2.0,479.0,157.0
18262,1200000.0,12.0,2.0,2.0,499.0,260.0
18271,800000.0,19.9,2.0,1.0,461.0,133.0
18276,1170000.0,8.9,3.0,3.0,694.0,210.0
18281,870000.0,22.2,2.0,2.0,590.0,151.0
18285,1800000.0,1.9,3.0,1.0,153.0,93.0
18290,485000.0,20.5,2.0,2.0,196.0,163.0
18307,1600000.0,5.0,2.0,3.0,613.0,160.0
18310,1610000.0,8.2,3.0,2.0,861.0,274.0
18314,700000.0,10.5,2.0,1.0,485.0,130.0
18317,615000.0,10.5,1.0,0.0,418.0,94.0
18319,2400000.0,10.2,3.0,2.0,593.0,309.0
18325,505000.0,18.4,2.0,2.0,498.0,167.0
18326,560000.0,18.4,2.0,2.0,452.0,159.0
18329,1205000.0,15.5,2.0,2.0,646.0,167.0
18330,1750000.0,15.5,3.0,2.0,787.0,334.0
18336,1410000.0,12.4,2.0,2.0,648.0,250.0
18341,670000.0,15.3,2.0,2.0,541.0,121.0
18345,1350000.0,4.1,2.0,1.0,187.0,133.0
18349,980000.0,17.2,2.0,0.0,539.0,192.0
18358,455000.0,14.7,1.0,4.0,534.0,101.0
18361,455000.0,14.7,1.0,1.0,610.0,125.0
18363,1276000.0,6.4,2.0,1.0,323.0,130.0
18368,1157000.0,16.7,2.0,2.0,752.0,162.0
18369,1100000.0,16.7,2.0,2.0,672.0,237.0
18375,500000.0,27.2,2.0,1.0,512.0,179.0
18376,1142000.0,6.3,3.0,2.0,234.0,176.0
18379,780000.0,6.3,1.0,1.0,178.0,84.0
18386,935000.0,11.0,2.0,2.0,629.0,180.0
18387,815000.0,11.0,2.0,2.0,159.0,130.0
18391,451500.0,9.4,1.0,1.0,180.0,88.0
18393,425500.0,4.3,1.0,1.0,1727.0,82.0
18396,1306000.0,4.3,1.0,0.0,199.0,126.0
18398,1420000.0,10.2,1.0,1.0,726.0,130.0
18401,934000.0,9.5,2.0,1.0,581.0,163.0
18403,2330000.0,7.9,2.0,4.0,656.0,210.0
18407,762000.0,23.2,2.0,2.0,792.0,148.0
18414,1070000.0,13.4,1.0,2.0,448.0,96.0
18420,706000.0,13.4,1.0,1.0,305.0,305.0
18422,785000.0,25.0,2.0,2.0,723.0,138.0
18425,2800000.0,10.5,3.0,2.0,498.0,226.0
18429,570500.0,14.0,1.0,1.0,640.0,92.0
18431,631000.0,14.0,2.0,2.0,696.0,158.0
18433,1350000.0,5.2,2.0,1.0,372.0,184.0
18437,275000.0,5.2,1.0,1.0,1388.0,36.0
18438,835000.0,5.2,1.0,1.0,207.0,77.0
18444,710000.0,12.1,1.0,1.0,540.0,142.0
18450,1840000.0,10.1,2.0,1.0,483.0,171.0
18453,495000.0,31.2,1.0,1.0,198.0,94.0
18454,403500.0,34.9,2.0,3.0,339.0,101.0
18457,960000.0,11.7,2.0,2.0,382.0,151.0
18465,900000.0,6.7,1.0,0.0,227.0,102.0
18471,662000.0,23.0,1.0,1.0,396.0,120.0
18483,560000.0,18.0,2.0,2.0,543.0,153.0
18485,802000.0,22.2,2.0,2.0,251.0,185.0
18486,800000.0,22.2,2.0,4.0,801.0,150.0
18487,854000.0,22.2,2.0,2.0,676.0,181.0
18491,920000.0,16.1,2.0,2.0,239.0,187.0
18492,904000.0,16.1,1.0,2.0,720.0,116.0
18494,1440000.0,8.9,1.0,2.0,598.0,116.0
18497,1054000.0,18.0,3.0,2.0,791.0,230.0
18498,625000.0,28.5,2.0,2.0,669.0,165.0
18499,600000.0,19.6,1.0,2.0,524.0,155.0
18502,630000.0,19.6,2.0,2.0,388.0,127.0
18503,1012000.0,19.6,3.0,3.0,631.0,355.0
18504,565000.0,19.6,2.0,2.0,548.0,110.0
18509,1410000.0,7.5,2.0,1.0,585.0,198.0
18511,748888.0,24.8,2.0,4.0,1014.0,280.0
18512,850000.0,24.8,2.0,1.0,738.0,148.0
18521,991000.0,5.1,1.0,1.0,318.0,106.0
18524,945000.0,15.4,2.0,2.0,294.0,194.0
18525,1020000.0,15.4,1.0,1.0,581.0,116.4
18529,506000.0,38.0,1.0,4.0,578.0,123.0
18530,755000.0,38.0,1.0,1.0,622.0,163.0
18536,960000.0,16.7,1.0,1.0,229.0,101.0
18537,1116500.0,16.7,2.0,2.0,701.0,182.85
18542,585000.0,16.1,1.0,1.0,240.0,79.0
18544,800000.0,16.1,2.0,2.0,626.0,169.0
18546,896000.0,16.1,2.0,1.0,653.0,130.0
18556,1100000.0,5.3,2.0,1.0,109.0,109.5
18562,650000.0,8.8,1.0,1.0,140.0,107.0
18563,580000.0,8.8,1.0,2.0,498.0,75.0
18567,536500.0,18.4,2.0,4.0,578.0,129.7
18575,705000.0,15.5,2.0,3.0,815.0,198.0
18576,590000.0,15.5,2.0,2.0,757.0,152.0
18577,920000.0,11.7,2.0,1.0,313.0,140.0
18578,1100000.0,11.7,4.0,2.0,500.0,267.0
18579,840000.0,11.7,1.0,2.0,575.0,138.0
18583,1080000.0,5.4,2.0,2.0,151.0,103.0
18585,575000.0,25.2,1.0,2.0,384.0,131.0
18595,930000.0,6.4,1.0,4.0,545.0,116.0
18596,650000.0,6.4,2.0,1.0,279.0,104.0
18597,702000.0,6.4,2.0,2.0,189.0,131.0
18602,520000.0,17.4,1.0,1.0,631.0,111.0
18605,520000.0,17.4,1.0,2.0,798.0,128.0
18606,515000.0,17.4,3.0,0.0,653.0,122.0
18610,336000.0,29.8,1.0,1.0,580.0,116.0
18611,426000.0,29.8,2.0,3.0,655.0,142.0
18614,610000.0,20.6,2.0,2.0,490.0,208.0
18615,775500.0,17.9,1.0,4.0,840.0,125.0
18616,726000.0,17.9,2.0,2.0,615.0,132.0
18617,710000.0,17.9,1.0,2.0,666.0,123.0
18619,820000.0,16.2,2.0,2.0,260.0,157.0
18623,1425000.0,6.2,2.0,2.0,388.0,151.0
18624,935000.0,14.3,2.0,2.0,280.0,109.0
18635,1260000.0,14.2,1.0,2.0,743.0,148.47
18638,960000.0,18.8,2.0,1.0,731.0,130.0
18643,956000.0,10.1,2.0,1.0,137.0,137.0
18645,605000.0,34.1,2.0,2.0,688.0,121.0
18648,950000.0,10.4,1.0,2.0,558.0,148.0
18655,1307500.0,5.3,2.0,0.0,258.0,124.0
18660,1211000.0,16.7,3.0,3.0,727.0,167.0
18665,1610000.0,12.3,2.0,2.0,592.0,193.0
18667,1150000.0,12.3,1.0,3.0,622.0,122.0
18681,690000.0,14.7,2.0,2.0,540.0,531.0
18682,596000.0,14.7,2.0,2.0,416.0,182.9
18683,698000.0,14.7,2.0,2.0,448.0,190.0
18696,953000.0,12.0,1.0,2.0,743.0,115.0
18698,710000.0,12.0,2.0,1.0,126.0,138.0
18703,502000.0,12.0,1.0,2.0,230.0,69.0
18710,710000.0,21.3,1.0,2.0,314.0,88.0
18714,735000.0,23.5,2.0,1.0,721.0,143.0
18716,755000.0,23.5,2.0,2.0,551.0,178.0
18717,537000.0,20.6,2.0,2.0,640.0,156.0
18718,386000.0,35.4,1.0,1.0,150.0,106.0
18719,763000.0,35.4,2.0,4.0,611.0,184.75
18721,768000.0,35.4,2.0,3.0,542.0,170.0
18724,345000.0,20.5,1.0,1.0,305.0,131.0
18731,610000.0,14.0,1.0,2.0,419.0,135.0
18733,550000.0,14.0,1.0,1.0,606.0,130.0
18734,520000.0,14.0,2.0,1.0,699.0,110.0
18743,860000.0,10.5,1.0,3.0,446.0,126.0
18752,853000.0,15.5,3.0,2.0,724.0,330.0
18761,1140000.0,4.1,2.0,2.0,586.0,119.0
18766,1111500.0,17.2,1.0,0.0,722.0,94.0
18769,1045000.0,14.7,3.0,2.0,728.0,153.0
18770,622000.0,14.7,1.0,1.0,137.0,71.0
18771,826000.0,21.1,2.0,0.0,830.0,135.0
18774,655000.0,14.5,1.0,1.0,298.0,98.0
18778,505000.0,14.7,2.0,4.0,557.0,116.0
18781,335000.0,14.7,1.0,1.0,190.0,113.0
18785,700000.0,6.4,2.0,2.0,125.0,131.0
18788,800000.0,16.5,2.0,2.0,898.0,142.0
18789,1090000.0,16.7,2.0,2.0,698.0,246.0
18790,1920000.0,6.8,2.0,0.0,388.0,178.0
18792,530000.0,25.5,2.0,2.0,448.0,155.0
18793,631000.0,25.5,2.0,2.0,400.0,184.0
18798,982500.0,6.3,2.0,2.0,444.0,122.0
18801,1230000.0,6.3,1.0,2.0,433.0,144.0
18804,1190000.0,3.0,2.0,1.0,147.0,175.0
18807,1680000.0,7.5,2.0,2.0,673.0,136.0
18820,620000.0,15.5,1.0,2.0,466.0,107.0
18821,830000.0,9.4,2.0,2.0,529.0,130.0
18823,805000.0,9.4,2.0,5.0,562.0,146.0
18824,510000.0,9.4,1.0,1.0,170.0,100.0
18828,855000.0,4.3,1.0,2.0,159.0,129.0
18829,1035000.0,4.3,1.0,1.0,319.0,117.0
18832,1450000.0,10.2,2.0,1.0,803.0,154.0
18833,1060000.0,10.2,2.0,2.0,343.0,1.0
18834,970000.0,21.5,2.0,2.0,612.0,154.0
18838,750000.0,9.5,1.0,2.0,561.0,103.0
18839,800000.0,9.5,2.0,3.0,577.0,166.0
18844,2400000.0,9.7,4.0,2.0,742.0,262.0
18847,1850000.0,9.7,4.0,3.0,929.0,266.0
18849,670000.0,39.0,2.0,2.0,900.0,244.0
18850,1850000.0,17.3,3.0,2.0,252.0,203.0
18851,906000.0,8.8,1.0,1.0,617.0,109.98
18855,410000.0,11.4,1.0,1.0,834.0,75.0
18856,1500000.0,11.4,2.0,2.0,591.0,188.0
18862,874000.0,13.4,2.0,1.0,232.0,103.0
18865,560000.0,8.6,1.0,1.0,158.0,137.0
18872,1120000.0,5.2,1.0,1.0,322.0,107.0
18873,1110000.0,5.2,1.0,0.0,196.0,101.0
18875,1790000.0,5.2,3.0,6.0,733.0,238.0
18880,999000.0,12.1,2.0,2.0,627.0,268.0
18894,1050000.0,10.1,1.0,2.0,184.0,133.0
18897,610000.0,7.8,1.0,1.0,816.0,88.0
18899,639000.0,27.0,1.0,2.0,278.0,104.0
18901,1050000.0,17.9,1.0,2.0,539.0,169.0
18902,640000.0,3.6,2.0,1.0,533.0,110.0
18903,1285000.0,6.7,1.0,2.0,579.0,143.0
18910,607500.0,20.6,2.0,2.0,654.0,185.0
18913,500000.0,20.6,2.0,2.0,448.0,150.0
18915,510000.0,20.6,2.0,2.0,350.0,161.0
18916,592500.0,20.6,2.0,2.0,448.0,188.0
18921,669000.0,24.7,1.0,1.0,713.0,145.0
18925,895000.0,24.7,2.0,4.0,779.0,186.0
18929,505000.0,18.0,2.0,2.0,344.0,105.9
18931,1530000.0,12.4,3.0,2.0,851.0,215.0
18934,1385000.0,14.3,3.0,2.0,417.0,203.0
18940,472500.0,28.8,1.0,2.0,590.0,74.0
18943,724000.0,27.0,1.0,2.0,224.0,104.0
18944,1975000.0,7.2,2.0,2.0,458.0,165.0
18945,1200000.0,7.2,1.0,2.0,1405.0,117.0
18949,630000.0,7.2,1.0,1.0,637.0,73.0
